1379	body_diff
BODY diff	erichexter/2009/02/05/trying-to-extend-the-asp-net-mvc-t4-item-templates-to-create-multiple-files/index.html
BODY diff	erichexter/2009/02/06/model-driven-template-scaffolding-addin-for-visual-studio/index.html
BODY diff	erichexter/2009/02/07/if-you-are-developing-on-asp-net-mvc-and-your-are-not-using-mvccontrib-what-is-wrong-with-you/index.html
BODY diff	erichexter/2009/02/07/some-questions-for-technology-mangers-how-healthy-are-your-teams/index.html
BODY diff	erichexter/2009/02/20/asp-net-mvccontrib-logo-contest/index.html
BODY diff	erichexter/2009/02/20/changes-refactorings-to-the-mvc-contrib-project/index.html
BODY diff	erichexter/2009/03/03/alt-net-seattle-review/index.html
BODY diff	erichexter/2009/03/03/hot-fix-available-for-visual-studio-2008-sp1-crashing-when-opening-up-aspx-files-views-on-vista-sp1-x64/index.html
BODY diff	erichexter/2009/03/08/come-see-me-speak-at-the-austin-net-users-group-tomorrow-3-9-2009-5pm/index.html
BODY diff	erichexter/2009/04/14/tips-and-tricks-for-creating-user-group-communication-channels-with-your-members/index.html
BODY diff	erichexter/2009/05/17/austin-code-camp-sessions-voting-results/index.html
BODY diff	erichexter/2009/06/09/opinionated-input-builders-for-asp-net-mvc-using-partials-part-i/index.html
BODY diff	erichexter/2009/06/10/opinionated-input-builders-for-asp-net-mvc-part-2-html-layout-for-the-label/index.html
BODY diff	erichexter/2009/06/10/opinionated-input-builders-for-asp-net-mvc-part-3-the-partial-view-inputs/index.html
BODY diff	erichexter/2009/06/10/opinionated-input-builders-for-asp-net-mvc-part-3-the-source-code/index.html
BODY diff	erichexter/2009/06/11/opinionated-input-builders-for-asp-net-mvc-part-5-the-required-input/index.html
BODY diff	erichexter/2009/06/13/opinionated-input-builders-part-6-performance-of-the-builders/index.html
BODY diff	erichexter/2009/06/14/opinionated-input-builders-part-7-more-on-performance-take-2/index.html
BODY diff	erichexter/2009/06/17/opinionated-input-builders-part-8-the-auto-form/index.html
BODY diff	erichexter/2009/06/18/making-a-unit-test-framework-agnostic-assertion-in-c/index.html
BODY diff	erichexter/2009/06/19/performance-differences-in-the-asp-net-mvc-view-engine-when-using-two-view-engines-versus-a-single-composite-view-engine/index.html
BODY diff	erichexter/2009/06/30/opinionated-input-builders-part-9-override-the-default-date-time-picker/index.html
BODY diff	erichexter/2009/07/01/updated-tdd-productivity-plug-in-for-resharper/index.html
BODY diff	erichexter/2009/08/23/mvccontrib-source-code-has-moved-to-github/index.html
BODY diff	erichexter/2009/08/31/breaking-changes-in-ncover-3-0-integration-with-cruise-control-net/index.html
BODY diff	erichexter/2009/09/14/community-for-mvc-virtual-meeting-wednesday-9-16-2009-12-00-1-00-pm-cst-t4mvc-presented-by-david-ebbo/index.html
BODY diff	erichexter/2009/09/17/continuous-database-integration-video/index.html
BODY diff	erichexter/2009/10/30/what-i-have-been-up-to/index.html
BODY diff	erichexter/2009/11/01/asp-net-mvc-portable-areas-via-mvccontrib/index.html
BODY diff	erichexter/2009/11/05/automapper-auto-profile-registration/index.html
BODY diff	erichexter/2009/11/06/using-msdeploy-to-automate-your-enterprise-application-remote-deployments/index.html
BODY diff	erichexter/2009/12/29/update-on-using-msdeploy-for-remote-deployments/index.html
BODY diff	erichexter/2010/01/11/a-call-for-help-vote-for-my-codeplex-issues/index.html
BODY diff	erichexter/2010/01/15/deploying-your-server-roles-using-msdeploy-for-enterprise-deployments/index.html
BODY diff	erichexter/2010/03/18/redgate-is-a-platinum-sponsor-of-austin-code-camp-2010/index.html
BODY diff	erichexter/2010/04/06/mvc-virtual-group-will-have-phil-haack-the-asp-net-mvc-program-manager-on-wed-4-7-12pm-cdt/index.html
BODY diff	erichexter/2010/04/22/portable-area-excerpt-from-mvc2-in-action/index.html
BODY diff	erichexter/2010/06/23/using-mercurial-as-a-local-repository-for-team-foundation-server-start-front-n/index.html
BODY diff	erichexter/2010/07/08/signup-for-mvcconf-virtual-asp-net-mvc-conference/index.html
BODY diff	erichexter/2010/07/16/converting-from-webforms-to-mvc-presentation/index.html
BODY diff	erichexter/2010/10/03/nupack-net-package-management-and-much-much-more/index.html
BODY diff	erichexter/2010/10/28/using-powershell-to-make-your-nupack-packages-more-awesome/index.html
BODY diff	erichexter/2012/05/31/registration-is-open-for-aspconf/index.html
BODY diff	erichexter/2012/10/21/build-monitoring-in-the-cloud/index.html
BODY diff	erichexter/2012/11/15/how-to-use-git-and-github-for-windows-from-within-a-windows-auth-proxy-network/index.html
BODY diff	erichexter/2012/11/20/twitter-bootstrap-mvc4-the-template-nuget-package-for-asp-net-mvc4-projects/index.html
BODY diff	erichexter/2012/11/26/portable-areas-3-years-later/index.html
BODY diff	erichexter/2012/12/24/twitter-bootstrap-mvc4-new-release-1-0-71/index.html
BODY diff	erichexter/2013/01/06/using-sql-compact-for-integration-tests-with-entity-framework/index.html
BODY diff	erichexter/2013/01/20/asp-net-web-config-transform-console-utility-released-on-nuget/index.html
BODY diff	erichexter/2013/01/27/tip-to-become-a-successful-software-engineer/index.html
BODY diff	erichexter/2026/05/23/back-from-the-dead/index.html
BODY diff	erichexter/2026/05/25/local-llm-bench-part-1-which-models-can-chat/index.html
BODY diff	erichexter/2026/05/26/search-evolution-of-the-karpathy-llm-wiki/index.html
BODY diff	erichexter/2026/05/28/local-llm-bench-part-2-building-the-harness/index.html
BODY diff	erichexter/2026/05/31/local-llm-bench-part-3-single-shot-lies/index.html
BODY diff	erichexter/2026/06/03/local-llm-bench-part-4-harness-optimization/index.html
BODY diff	erichexter/2026/06/06/local-llm-bench-part-5-final-picks/index.html
BODY diff	erichexter/2026/07/31/big-design-up-front-is-responsible-again/index.html
BODY diff	evanhoff/2007/10/22/joining-los-techies/index.html
BODY diff	evanhoff/2007/10/22/resharper-community-support-rocks/index.html
BODY diff	evanhoff/2007/10/22/the-art-of-the-metaobject-protocol/index.html
BODY diff	evanhoff/2007/10/24/transactions-across-service-boundaries/index.html
BODY diff	evanhoff/2007/10/28/alt-net-architecture-on-an-agile-project/index.html
BODY diff	evanhoff/2007/10/28/alt-net-how-can-microsoft-patterns-and-practices-help/index.html
BODY diff	evanhoff/2007/10/28/alt-net-re-how-can-microsoft-patterns-and-practices-help/index.html
BODY diff	evanhoff/2007/10/28/joining-ineta-as-membership-mentor-for-tennessee-and-kentucky/index.html
BODY diff	evanhoff/2007/10/31/alt-net-drinking-from-the-firehose/index.html
BODY diff	evanhoff/2007/11/09/building-the-application-off-the-database/index.html
BODY diff	evanhoff/2007/11/10/on-mobile-objects/index.html
BODY diff	evanhoff/2007/11/15/fighting-your-tooling-sucks/index.html
BODY diff	evanhoff/2007/12/01/book-review-enterprise-architecture-as-strategy/index.html
BODY diff	evanhoff/2008/01/01/running-microsoft-excel-on-a-scalable-computing-grid/index.html
BODY diff	evanhoff/2008/01/08/language-roots/index.html
BODY diff	evanhoff/2008/03/20/the-architect-sketch/index.html
BODY diff	evanhoff/2008/03/30/taxonomy-of-interaction-models/index.html
BODY diff	evanhoff/2008/04/01/partitioned-complexity/index.html
BODY diff	evanhoff/2008/05/05/a-very-poor-object-model-is-really-no-object-model-at-all/index.html
BODY diff	evanhoff/2008/05/20/on-comparing-current-tools-to-futureware/index.html
BODY diff	evanhoff/2008/06/09/the-cost-of-defects/index.html
BODY diff	gabrielschenker/2009/01/21/real-swiss-don-t-need-srp-do-they/index.html
BODY diff	gabrielschenker/2009/01/29/true-swiss-don-t-like-mocks/index.html
BODY diff	gabrielschenker/2009/02/03/dynamic-reflection-versus-static-reflection/index.html
BODY diff	gabrielschenker/2009/02/05/learning-and-understanding/index.html
BODY diff	gabrielschenker/2009/03/24/how-to-change-start-location-of-a-signed-clickonce-application/index.html
BODY diff	gabrielschenker/2009/05/04/ptom-brownfield-development-making-your-dependencies-explicit/index.html
BODY diff	gabrielschenker/2009/05/31/fluent-silverlight-part-1/index.html
BODY diff	gabrielschenker/2009/06/26/walking-through-the-creation-of-a-complex-installer-package/index.html
BODY diff	gabrielschenker/2009/10/21/force-net-application-to-run-in-32bit-process-on-64bit-os/index.html
BODY diff	gabrielschenker/2009/11/26/writing-a-profiler-for-silverlight-applications-part-1/index.html
BODY diff	gabrielschenker/2009/12/08/writing-a-profiler-for-silverlight-applications-part-2/index.html
BODY diff	gabrielschenker/2010/01/03/fluent-silverlight-fluent-api-and-inheritance/index.html
BODY diff	gabrielschenker/2010/06/15/migrating-to-git/index.html
BODY diff	gabrielschenker/2010/06/18/git-and-our-friction-points-and-beginners-mistakes/index.html
BODY diff	gabrielschenker/2010/07/28/we-are-hiring/index.html
BODY diff	gabrielschenker/2010/09/15/making-history-explicit/index.html
BODY diff	gabrielschenker/2011/08/29/nhibernate-3-beginners-guide-published/index.html
BODY diff	gabrielschenker/2011/09/02/how-to-map-a-domain-model-with-nhibernate/index.html
BODY diff	gabrielschenker/2011/09/16/build-conferenceday-3/index.html
BODY diff	gabrielschenker/2011/12/12/win-free-copies-of-nhibernate-3-beginners-guide/index.html
BODY diff	gabrielschenker/2012/06/12/how-we-got-rid-of-the-database/index.html
BODY diff	gabrielschenker/2012/06/13/how-we-got-rid-of-the-databasepart-2/index.html
BODY diff	gabrielschenker/2012/06/20/how-we-got-rid-of-the-databasepart-4/index.html
BODY diff	gabrielschenker/2012/06/24/how-we-got-rid-of-the-databasepart-5/index.html
BODY diff	gabrielschenker/2012/06/30/how-we-got-rid-of-the-databasepart-6/index.html
BODY diff	gabrielschenker/2012/07/15/adnug-presentation-july-12-2012/index.html
BODY diff	gabrielschenker/2013/12/05/angularjspart-1/index.html
BODY diff	gabrielschenker/2013/12/07/angularjspart-1-feedback/index.html
BODY diff	gabrielschenker/2013/12/09/angularjspart-2-the-controller/index.html
BODY diff	gabrielschenker/2013/12/12/angularjspart-4-accessing-server-side-resources/index.html
BODY diff	gabrielschenker/2013/12/17/angularjspart-5-pushing-data-to-the-server/index.html
BODY diff	gabrielschenker/2013/12/28/angularjspart-6-templates/index.html
BODY diff	gabrielschenker/2013/12/30/angularjspart-7-getting-ready-to-test/index.html
BODY diff	gabrielschenker/2013/12/30/angularjspart-8-more-choice-when-testing/index.html
BODY diff	gabrielschenker/2014/01/14/angularjspart-9-values-and-constants/index.html
BODY diff	gabrielschenker/2014/01/20/angluarjspart-10-intermezzo/index.html
BODY diff	gabrielschenker/2014/02/04/angularjspart-11-promises/index.html
BODY diff	gabrielschenker/2014/02/11/angularjspart-12-multi-language-support/index.html
BODY diff	gabrielschenker/2014/02/26/angular-js-blog-series-table-of-content/index.html
BODY diff	gabrielschenker/2014/04/18/angular-jspart-14-end-to-end-tests/index.html
BODY diff	gabrielschenker/2014/04/21/angularjspart-15-end-to-end-tests-and-mocking/index.html
BODY diff	gabrielschenker/2014/05/13/angularjspart-16-forms/index.html
BODY diff	gabrielschenker/2014/12/29/creating-an-ubuntu-developer-vm-on-hyper-v/index.html
BODY diff	gabrielschenker/2014/12/30/creating-an-ubuntu-developer-vm-on-hyper-v-part-2/index.html
BODY diff	gabrielschenker/2014/12/31/creating-an-ubuntu-developer-vm-on-hyper-v-part-3/index.html
BODY diff	gabrielschenker/2014/12/31/creating-an-ubuntu-developer-vm-on-hyper-v-part-4/index.html
BODY diff	gabrielschenker/2015/01/05/creating-an-angular-application-end-2-end-part-1/index.html
BODY diff	gabrielschenker/2015/01/11/writing-an-angular-js-application-end-2-endpart-2/index.html
BODY diff	gabrielschenker/2015/03/21/creating-an-angular-application-end-2-end-part-3/index.html
BODY diff	gabrielschenker/2015/04/12/cqrs-applied/index.html
BODY diff	gabrielschenker/2015/04/13/welcome-andrew-siemer/index.html
BODY diff	gabrielschenker/2015/04/16/ddd-revisited/index.html
BODY diff	gabrielschenker/2015/05/07/ddd-special-scenarios-part-1/index.html
BODY diff	gabrielschenker/2015/05/11/ddd-special-scenarios-part-2/index.html
BODY diff	gabrielschenker/2015/05/25/ddd-the-aggregate/index.html
BODY diff	gabrielschenker/2015/05/26/event-sourcing-revisited/index.html
BODY diff	gabrielschenker/2015/06/06/event-sourcing-applied-the-aggregate/index.html
BODY diff	gabrielschenker/2015/06/13/event-sourcing-applied-the-application-service/index.html
BODY diff	gabrielschenker/2015/07/13/event-sourcing-applied-the-repository/index.html
BODY diff	gabrielschenker/2015/07/16/event-sourcing-applied-the-read-model/index.html
BODY diff	gabrielschenker/2016/01/29/auto-healing/index.html
BODY diff	gabrielschenker/2016/02/18/service-discovery-part-2/index.html
BODY diff	gabrielschenker/2016/03/22/ci-with-teamcity-and-docker/index.html
BODY diff	gabrielschenker/2016/03/28/ci-with-teamcity-and-docker-part-2/index.html
BODY diff	gabrielschenker/2016/04/01/ci-with-teamcity-and-docker-part-3/index.html
BODY diff	gabrielschenker/2016/04/07/blue-green-deployment-in-docker-cloud/index.html
BODY diff	gabrielschenker/2016/04/19/testing-and-debugging-a-containerized-node-application/index.html
BODY diff	gabrielschenker/2016/04/22/testing-and-debugging-a-containerized-asp-net-application/index.html
BODY diff	gabrielschenker/2016/04/27/asp-net-docker-and-messaging/index.html
BODY diff	gabrielschenker/2016/04/30/windows-docker-containers/index.html
BODY diff	gabrielschenker/2016/05/17/running-and-debugging-an-asp-net-core-rc2-application-running-in-docker/index.html
BODY diff	gabrielschenker/2016/05/23/blue-green-deployment/index.html
BODY diff	gabrielschenker/2016/06/18/containers-whats-the-big-deal/index.html
BODY diff	gabrielschenker/2016/06/21/dockercon-2016-day-2-presentations/index.html
BODY diff	gabrielschenker/2016/08/05/synchronizing-containers/index.html
BODY diff	gabrielschenker/2016/08/11/troubleshooting-containers/index.html
BODY diff	gabrielschenker/2016/08/14/containers-clean-up-your-house/index.html
BODY diff	gabrielschenker/2016/08/21/container-entrypoint/index.html
BODY diff	gabrielschenker/2016/08/31/pimp-my-report-with-docker/index.html
BODY diff	gabrielschenker/2016/09/05/docker-and-swarm-mode-part-1/index.html
BODY diff	gabrielschenker/2016/09/11/docker-and-swarm-mode-part-2/index.html
BODY diff	gabrielschenker/2016/09/21/easing-the-use-of-the-aws-cli/index.html
BODY diff	gabrielschenker/2016/09/26/bulk-delete-queues-in-aws/index.html
BODY diff	gabrielschenker/2016/09/26/use-docker-to-build-test-and-push-your-artifacts/index.html
BODY diff	gabrielschenker/2016/10/05/docker-and-swarm-mode-part-3/index.html
BODY diff	gabrielschenker/2016/10/22/docker-and-swarmkit-part-4/index.html
BODY diff	gabrielschenker/2016/10/28/how-to-bootstrap-angular-with-server-side-data/index.html
BODY diff	gabrielschenker/2016/11/11/docker-and-swarmkit-part-5-going-deep/index.html
BODY diff	gabrielschenker/2016/11/25/docker-and-swarmkit-part-6-new-features-of-v1-13/index.html
BODY diff	gabrielschenker/2016/12/12/containers-cleanup-your-house-revisited/index.html
BODY diff	gregorylong/2009/04/14/know-your-enemy/index.html
BODY diff	gregorylong/2009/05/01/pablo-s-topic-of-the-month-may-2009-edition/index.html
BODY diff	gregorylong/2011/01/15/are-you-mocking-me/index.html
BODY diff	hugobonacci/2011/07/11/templates-with-razor/index.html
BODY diff	hugobonacci/2011/08/27/sorting-spaces-in-lion/index.html
BODY diff	jamesgregory/2009/08/18/debugger-property-evaluation-side-effects/index.html
BODY diff	jamesgregory/2009/11/25/git-s-guts-branches-head-and-fast-forwards/index.html
BODY diff	jamesgregory/2009/11/27/git-guts-merging-and-rebasing/index.html
BODY diff	jamesgregory/2010/01/18/behaviours-in-mspec/index.html
BODY diff	jamesgregory/2010/02/12/git-remotes-contributions-and-the-letter-n/index.html
BODY diff	jamesgregory/2010/02/17/git-e-van-recording/index.html
BODY diff	jamesgregory/2010/06/22/ndc-2010/index.html
BODY diff	jamesgregory/2011/09/18/observations-on-the-play-framework/index.html
BODY diff	jasdeepsingh/2007/04/10/self-documenting-unit-tests/index.html
BODY diff	jimmybogard/2007/04/23/classifying-tests/index.html
BODY diff	jimmybogard/2007/04/24/notes-on-defects/index.html
BODY diff	jimmybogard/2007/05/17/project-management-with-microsoft-office-sharepoint-server/index.html
BODY diff	jimmybogard/2007/05/22/team-foundation-build-part-1-introduction/index.html
BODY diff	jimmybogard/2007/05/24/team-foundation-build-part-3-creating-a-build/index.html
BODY diff	jimmybogard/2007/05/24/tfs-guide-now-available/index.html
BODY diff	jimmybogard/2007/05/30/preventing-new-remote-desktop-sessions-in-server-2003/index.html
BODY diff	jimmybogard/2007/06/06/team-foundation-build-part-4-values-principles-and-practices/index.html
BODY diff	jimmybogard/2007/06/14/vsts-scrum-process-templates/index.html
BODY diff	jimmybogard/2007/06/19/the-problem-with-code-comments/index.html
BODY diff	jimmybogard/2007/06/25/generic-value-object-equality/index.html
BODY diff	jimmybogard/2007/07/03/refining-daily-stand-ups/index.html
BODY diff	jimmybogard/2007/07/11/introducing-behave/index.html
BODY diff	jimmybogard/2007/07/16/carrot-or-the-stick/index.html
BODY diff	jimmybogard/2007/07/19/linq-to-reflection/index.html
BODY diff	jimmybogard/2007/07/23/can-your-dev-team-handle-agile-iterative-development/index.html
BODY diff	jimmybogard/2007/07/24/if-you-can-t-wait-for-team-build-2008/index.html
BODY diff	jimmybogard/2007/07/30/motivation-for-iterative-development/index.html
BODY diff	jimmybogard/2007/08/01/continuous-integration-book-now-out/index.html
BODY diff	jimmybogard/2007/08/07/addressing-some-behave-concerns/index.html
BODY diff	jimmybogard/2007/08/09/importance-of-collocation/index.html
BODY diff	jimmybogard/2007/08/14/some-pairing-tips/index.html
BODY diff	jimmybogard/2007/08/20/continuous-integration-resources-for-team-build/index.html
BODY diff	jimmybogard/2007/08/27/agile-references-for-pms/index.html
BODY diff	jimmybogard/2007/08/27/authoring-stories-with-bdd-using-behave-and-nspec/index.html
BODY diff	jimmybogard/2007/08/30/template-delegate-pattern/index.html
BODY diff	jimmybogard/2007/09/04/authoring-stories-with-nbehave-0-3/index.html
BODY diff	jimmybogard/2007/09/21/new-favorite-deployment-method/index.html
BODY diff	jimmybogard/2007/09/26/driving-and-refining-ubiquitous-language/index.html
BODY diff	jimmybogard/2007/09/26/organizing-with-solution-folders/index.html
BODY diff	jimmybogard/2007/09/28/values-over-vendors/index.html
BODY diff	jimmybogard/2007/10/01/setting-off-a-cc-net-build-from-nant/index.html
BODY diff	jimmybogard/2007/10/03/daily-routine-with-continuous-integration/index.html
BODY diff	jimmybogard/2007/10/04/treat-warnings-as-errors/index.html
BODY diff	jimmybogard/2007/10/05/compiler-warnings-from-generated-code/index.html
BODY diff	jimmybogard/2007/10/08/alt-net-impressions/index.html
BODY diff	jimmybogard/2007/10/09/are-story-runners-appropriate/index.html
BODY diff	jimmybogard/2007/10/12/dialing-up-quality/index.html
BODY diff	jimmybogard/2007/10/12/double-edged-sword-of-internalsvisibleto/index.html
BODY diff	jimmybogard/2007/10/14/fluent-interface-endgame/index.html
BODY diff	jimmybogard/2007/10/18/myth-of-the-isolated-production-fix/index.html
BODY diff	jimmybogard/2007/10/19/dependency-breaking-techniques-inline-static-class/index.html
BODY diff	jimmybogard/2007/10/19/smart-tag-shortcut-key/index.html
BODY diff	jimmybogard/2007/10/19/some-domain-driven-design-resources/index.html
BODY diff	jimmybogard/2007/10/31/bizarro-tive-development/index.html
BODY diff	jimmybogard/2007/11/06/guidance-over-governance/index.html
BODY diff	jimmybogard/2007/11/06/joining-los-techies/index.html
BODY diff	jimmybogard/2007/11/07/some-nant-tips/index.html
BODY diff	jimmybogard/2007/11/20/resharper-in-vs-2008/index.html
BODY diff	jimmybogard/2007/11/26/some-80-20-feedback/index.html
BODY diff	jimmybogard/2007/12/03/time-is-running-out/index.html
BODY diff	jimmybogard/2007/12/06/don-t-hide-the-ugly/index.html
BODY diff	jimmybogard/2007/12/12/decomposing-a-book-club/index.html
BODY diff	jimmybogard/2007/12/14/ruby-style-array-methods-in-c-3-0/index.html
BODY diff	jimmybogard/2007/12/18/dead-google-calendar-gadget/index.html
BODY diff	jimmybogard/2007/12/21/upgrading-to-windows-xp-sp2/index.html
BODY diff	jimmybogard/2008/01/02/targeting-multiple-environments-through-nant/index.html
BODY diff	jimmybogard/2008/01/03/time-expired-still-going-strong/index.html
BODY diff	jimmybogard/2008/01/07/svn-and-proxy-servers/index.html
BODY diff	jimmybogard/2008/01/08/for-the-record/index.html
BODY diff	jimmybogard/2008/01/10/stop-the-flash-insanity/index.html
BODY diff	jimmybogard/2008/01/15/making-the-permanent-move/index.html
BODY diff	jimmybogard/2008/01/17/customer-facing-identifiers/index.html
BODY diff	jimmybogard/2008/01/17/notes-from-the-austin-ddd-book-club/index.html
BODY diff	jimmybogard/2008/01/22/some-essential-visual-studio-tools/index.html
BODY diff	jimmybogard/2008/02/06/stories-requirements-and-language/index.html
BODY diff	jimmybogard/2008/02/07/team-system-and-open-source/index.html
BODY diff	jimmybogard/2008/02/14/getting-over-the-tdd-hump/index.html
BODY diff	jimmybogard/2008/02/28/testdriven-net-keyboard-shortcut/index.html
BODY diff	jimmybogard/2008/02/28/the-gmail-rainbow/index.html
BODY diff	jimmybogard/2008/02/29/setting-the-default-browser-inside-visual-studio/index.html
BODY diff	jimmybogard/2008/03/20/controller-bloat/index.html
BODY diff	jimmybogard/2008/03/31/ptom-the-dependency-inversion-principle/index.html
BODY diff	jimmybogard/2008/04/16/profiling-a-legacy-app/index.html
BODY diff	jimmybogard/2008/04/19/version-control-with-subversion-so-easy-my-wife-can-do-it/index.html
BODY diff	jimmybogard/2008/04/26/raising-the-bar/index.html
BODY diff	jimmybogard/2008/05/08/enhancing-mappers-with-linq/index.html
BODY diff	jimmybogard/2008/05/09/linq-query-operators-lose-that-foreach-already/index.html
BODY diff	jimmybogard/2008/05/21/the-mvc-storefront-challenge/index.html
BODY diff	jimmybogard/2008/05/28/austin-code-camp-material-posted/index.html
BODY diff	jimmybogard/2008/06/04/failures-of-aimless-large-scale-refactorings/index.html
BODY diff	jimmybogard/2008/06/05/designing-primary-keys/index.html
BODY diff	jimmybogard/2008/06/17/separation-of-concerns-how-not-to-do-it/index.html
BODY diff	jimmybogard/2008/06/24/separation-of-concerns-by-example-part-2/index.html
BODY diff	jimmybogard/2008/07/10/separation-of-concerns-by-example-part-4/index.html
BODY diff	jimmybogard/2008/07/12/alt-net-certification-course/index.html
BODY diff	jimmybogard/2008/07/12/going-lean-in-visual-studio/index.html
BODY diff	jimmybogard/2008/07/31/trusted-subsystem-wcf-and-iis/index.html
BODY diff	jimmybogard/2008/08/01/trusted-subsystem-wcf-and-iis-5-revisited/index.html
BODY diff	jimmybogard/2008/08/05/rails-notes-from-the-net-side/index.html
BODY diff	jimmybogard/2008/08/27/parameter-lists-in-nhibernate/index.html
BODY diff	jimmybogard/2008/09/09/quality-and-code-coverage/index.html
BODY diff	jimmybogard/2008/09/12/some-ioc-container-guidelines/index.html
BODY diff	jimmybogard/2008/09/16/integrating-structuremap-and-nhibernate-with-wcf/index.html
BODY diff	jimmybogard/2008/09/20/interfaces-and-isolation/index.html
BODY diff	jimmybogard/2008/10/04/transitioning-between-consulting-projects/index.html
BODY diff	jimmybogard/2008/10/30/searching-for-a-read-only-list/index.html
BODY diff	jimmybogard/2008/11/05/thoughts-on-c-4-0/index.html
BODY diff	jimmybogard/2008/11/07/worst-visual-studio-message-ever/index.html
BODY diff	jimmybogard/2008/11/19/programmers-are-not-typists-first/index.html
BODY diff	jimmybogard/2008/11/22/well-that-s-just-precious/index.html
BODY diff	jimmybogard/2008/11/27/viewing-all-foreign-key-constraints-in-sql-server/index.html
BODY diff	jimmybogard/2008/11/27/visualizing-linq-expressions-in-the-debugger/index.html
BODY diff	jimmybogard/2008/12/31/ten-things-to-retire-in-2009/index.html
BODY diff	jimmybogard/2009/01/03/extension-methods-and-a-plea-for-mixins/index.html
BODY diff	jimmybogard/2009/01/28/asp-net-mvc-options-for-consolidating-html/index.html
BODY diff	jimmybogard/2009/02/03/crafting-wicked-domain-models-with-components-in-ddd/index.html
BODY diff	jimmybogard/2009/02/05/ddd-aggregate-component-pattern-in-action/index.html
BODY diff	jimmybogard/2009/02/11/automapper-0-2-released/index.html
BODY diff	jimmybogard/2009/02/11/entropy-in-software/index.html
BODY diff	jimmybogard/2009/02/17/spaces-in-identifier-names-in-c/index.html
BODY diff	jimmybogard/2009/02/26/seamless-test-authoring-with-resharper-and-autohotkey/index.html
BODY diff	jimmybogard/2009/03/16/a-sign-of-the-times/index.html
BODY diff	jimmybogard/2009/04/05/automapper-0-3-beta-released/index.html
BODY diff	jimmybogard/2009/04/24/how-we-do-mvc/index.html
BODY diff	jimmybogard/2009/05/06/automapper-feature-custom-type-converters/index.html
BODY diff	jimmybogard/2009/05/13/success-and-statistics/index.html
BODY diff	jimmybogard/2009/05/20/beyond-top-down-design/index.html
BODY diff	jimmybogard/2009/05/28/ptom-black-box-analysis-of-legacy-applications/index.html
BODY diff	jimmybogard/2009/05/29/meaning-of-life/index.html
BODY diff	jimmybogard/2009/06/15/why-opinionated-input-builders-for-asp-net-mvc/index.html
BODY diff	jimmybogard/2009/06/25/expressions-cheat-sheet/index.html
BODY diff	jimmybogard/2009/07/14/no-fluff-just-stuff-roundup/index.html
BODY diff	jimmybogard/2009/07/29/my-ideal-ide/index.html
BODY diff	jimmybogard/2009/09/01/partially-closed-generic-types/index.html
BODY diff	jimmybogard/2009/09/15/automapper-1-0-rc1-released/index.html
BODY diff	jimmybogard/2009/09/18/the-case-for-two-way-mapping-in-automapper/index.html
BODY diff	jimmybogard/2009/09/29/my-favorite-bug-tracking-system/index.html
BODY diff	jimmybogard/2009/10/08/an-automapper-success-story/index.html
BODY diff	jimmybogard/2009/12/03/persistence-model-and-domain-anemia/index.html
BODY diff	jimmybogard/2009/12/12/enabling-ioc-in-asp-net-actionresults-or-a-better-actionresult/index.html
BODY diff	jimmybogard/2010/02/01/automapper-1-0-rtw/index.html
BODY diff	jimmybogard/2010/02/04/strengthening-your-domain-a-primer/index.html
BODY diff	jimmybogard/2010/03/11/no-silver-domain-modeling-bullets/index.html
BODY diff	jimmybogard/2010/03/30/strengthening-your-domain-the-double-dispatch-pattern/index.html
BODY diff	jimmybogard/2010/04/05/integrating-the-git-bash-into-console/index.html
BODY diff	jimmybogard/2010/04/08/strengthening-your-domain-domain-events/index.html
BODY diff	jimmybogard/2010/04/14/injecting-services-into-entities/index.html
BODY diff	jimmybogard/2010/04/28/dependency-injection-in-asp-net-mvc-contextual-controller-injection/index.html
BODY diff	jimmybogard/2010/04/30/automapper-git-workflow-dealing-with-bugs-issues/index.html
BODY diff	jimmybogard/2010/05/12/starting-and-using-git-successfully/index.html
BODY diff	jimmybogard/2010/05/20/the-religion-of-dependency-injection/index.html
BODY diff	jimmybogard/2010/06/03/translating-my-git-workflow-with-local-branches-to-mercurial/index.html
BODY diff	jimmybogard/2010/06/10/are-daily-stand-ups-necessary/index.html
BODY diff	jimmybogard/2010/06/24/bulk-processing-with-nhibernate/index.html
BODY diff	jimmybogard/2010/07/28/mercurial-workflows-mainline-workflow/index.html
BODY diff	jimmybogard/2010/07/29/a-github-first/index.html
BODY diff	jimmybogard/2010/08/17/automapper-upgraded-to-net-4-and-vs-2010/index.html
BODY diff	jimmybogard/2010/09/10/a-healthy-transition/index.html
BODY diff	jimmybogard/2010/09/21/moving-containers-beyond-testability/index.html
BODY diff	jimmybogard/2010/09/24/canonical-urls-with-rack-and-heroku/index.html
BODY diff	jimmybogard/2010/10/06/five-rules-for-writing-effective-ui-tests/index.html
BODY diff	jimmybogard/2011/01/05/the-developer-s-true-goal/index.html
BODY diff	jimmybogard/2011/01/12/defining-unit-tests/index.html
BODY diff	jimmybogard/2011/03/08/another-source-for-linq-extensions/index.html
BODY diff	jimmybogard/2011/04/22/efficient-transactional-processing/index.html
BODY diff	jimmybogard/2011/05/12/visualizing-the-entire-flow/index.html
BODY diff	jimmybogard/2011/05/17/estimation-in-consulting/index.html
